System,SCF Energy,S1,S2,S3,T1,T2,T3,Function
COH_CCHHH_CCFFF_CCFFF_CF_CNOO,-1324.478448,3.56,3.99,4.44,2.53,2.62,2.86,-1.51
COH_CCHHH_CCFFF_CCFFF_CF_CCN,-1212.239548,3.39,4.83,5.84,2.35,2.8,4.6,-1.32
COH_CCHHH_CCFFF_CCFFF_CF_CCFFF,-1457.050498,3.53,4.98,6.14,2.48,2.9,5.06,-1.43
COH_CCHHH_CCFFF_CCFFF_CF_CCl,-1579.598221,3.29,4.87,5.63,2.27,2.82,5.11,-1.26
COH_CCHHH_CCFFF_CCFFF_CF_CF,-1219.233834,3.35,4.97,5.62,2.28,2.87,5.47,-1.21
COH_CCHHH_CCFFF_CCFFF_CF_CBFF,-1344.083479,3.53,4.93,6.06,2.5,2.88,4.59,-1.47
COH_CCHHH_CCFFF_CCFFF_CF_CBHH,-1145.440577,3.32,4.78,5.29,2.28,2.8,4.01,-1.23
COH_CCHHH_CCFFF_CCFFF_CF_CH,-1120.006954,3.38,5,5.86,2.35,2.87,5.24,-1.32
COH_CCHHH_CCFFF_CCFFF_CF_CSiHHH,-1410.685809,3.37,4.93,5.81,2.37,2.84,4.98,-1.36
COH_CCHHH_CCFFF_CCFFF_CF_CCHHH,-1159.315881,3.3,4.95,5.66,2.31,2.83,5.6,-1.31
COH_CCHHH_CCFFF_CCFFF_CF_CSH,-1518.189871,3.05,4.65,5.2,2.04,2.79,4.85,-1.03
COH_CCHHH_CCFFF_CCFFF_CF_COCHHH,-1234.508563,3.3,4.91,5.55,2.27,2.85,5.18,-1.24
COH_CCHHH_CCFFF_CCFFF_CF_COH,-1195.223908,3.18,4.9,5.07,2.08,2.87,4.93,-0.98
COH_CCHHH_CCFFF_CCFFF_CF_CNHH,-1175.360777,3,4.85,4.9,1.9,2.93,4.83,-0.79
COH_CCHHH_CCFFF_CCFFF_CF_CNMeMe,-1253.945542,2.98,4.5,5.07,1.97,2.83,4.47,-0.96
COH_CCHHH_CCFFF_CNOO_CF_CNHH,-1042.791455,2.91,3.92,4.37,1.89,2.52,2.94,-0.88
COH_CCHHH_CCFFF_CCN_CF_CNHH,-930.548549,2.74,4.6,4.9,1.7,2.77,4.81,-0.66
COH_CCHHH_CCFFF_CCl_CF_CNHH,-1297.918321,3.22,4.76,4.81,2.11,3.03,4.69,-1
COH_CCHHH_CCFFF_CF_CF_CNHH,-937.566911,3.47,4.74,5.1,2.32,3.21,4.67,-1.17
COH_CCHHH_CCFFF_CBFF_CF_CNHH,-1062.386719,3.24,4.78,4.92,2.13,3.03,4.69,-1.01
COH_CCHHH_CCFFF_CBHH_CF_CNHH,-863.743888,3.43,3.6,4.61,2.31,3.11,3.55,-1.18
COH_CCHHH_CCFFF_CH_CF_CNHH,-838.322807,3.31,4.73,5.01,2.19,3.07,4.65,-1.08
COH_CCHHH_CCFFF_CSiHHH_CF_CNHH,-1128.993267,3.16,4.68,4.74,2.07,2.95,4.61,-0.98
COH_CCHHH_CCFFF_CCHHH_CF_CNHH,-877.63521,3.36,4.64,4.88,2.23,3.09,4.57,-1.1
COH_CCHHH_CCFFF_CSH_CF_CNHH,-1236.509081,3.25,4.48,4.54,2.14,2.97,4.46,-1.03
COH_CCHHH_CCFFF_COCHHH_CF_CNHH,-952.844871,3.46,4.42,4.79,2.36,3.12,4.37,-1.25
COH_CCHHH_CCFFF_COH_CF_CNHH,-913.562822,3.66,4.45,4.9,2.48,3.25,4.36,-1.3
COH_CCHHH_CCFFF_CNHH_CF_CNHH,-893.697843,3.67,4.29,4.72,2.54,3.22,4.22,-1.41
COH_CCHHH_CCFFF_CNMeMe_CF_CNHH,-972.284661,3.53,4.18,4.48,2.52,3.19,4.14,-1.51
COH_CCHHH_CCFFF_CCN_CNOO_CNHH,-1035.810387,3.13,4.11,4.28,1.76,2.83,3.15,-0.39
COH_CCHHH_CCFFF_CCN_CCN_CNHH,-923.561889,2.85,4.4,5.21,1.64,2.81,4.42,-0.43
COH_CCHHH_CCFFF_CCN_CCFFF_CNHH,-1168.368947,3.07,4.44,5.36,1.75,2.9,4.85,-0.44
COH_CCHHH_CCFFF_CCN_CCl_CNHH,-1290.915042,2.64,4.45,4.89,1.59,2.71,4.8,-0.54
COH_CCHHH_CCFFF_CCN_CBFF_CNHH,-1055.40406,3.05,4.31,5.18,1.72,2.88,4.3,-0.39
COH_CCHHH_CCFFF_CCN_CBHH_CNHH,-856.762758,3,4.28,4.5,1.67,2.82,3.57,-0.34
COH_CCHHH_CCFFF_CCN_CH_CNHH,-831.319813,2.82,4.51,4.96,1.66,2.8,4.88,-0.5
COH_CCHHH_CCFFF_CCN_CSiHHH_CNHH,-1121.997898,2.91,4.5,5.01,1.74,2.89,4.73,-0.56
COH_CCHHH_CCFFF_CCN_CCHHH_CNHH,-870.625234,2.75,4.55,4.82,1.71,2.79,4.79,-0.67
COH_CCHHH_CCFFF_CCN_CSH_CNHH,-1229.506165,2.76,4.1,4.43,1.64,2.76,4.07,-0.51
COH_CCHHH_CCFFF_CCN_COCHHH_CNHH,-945.824198,2.66,4.55,4.86,1.65,2.75,4.81,-0.64
COH_CCHHH_CCFFF_CCN_COH_CNHH,-906.535904,2.42,4.56,4.59,1.5,2.72,4.52,-0.57
COH_CCHHH_CCFFF_CCN_CNHH_CNHH,-886.67121,2.6,4.48,4.57,1.53,2.74,4.5,-0.47
COH_CCHHH_CCFFF_CCN_CNMeMe_CNHH,-965.256226,2.65,3.29,4.47,1.58,2.76,3.26,-0.51
COH_CNOO_CCFFF_CCN_CBHH_CNHH,-1021.930116,2.5,3.61,3.85,1.18,2.36,2.76,0.14
COH_CCN_CCFFF_CCN_CBHH_CNHH,-909.689755,2.82,4.1,4.57,1.42,2.59,3.73,-0.03
COH_CCFFF_CCFFF_CCN_CBHH_CNHH,-1154.493655,2.81,4.15,4.5,1.4,2.66,3.69,0.01
COH_CCl_CCFFF_CCN_CBHH_CNHH,-1277.050973,2.91,4.24,4.53,1.58,2.77,3.57,-0.26
COH_CF_CCFFF_CCN_CBHH_CNHH,-916.693509,3.11,4.4,4.61,1.74,2.96,3.61,-0.37
COH_CBFF_CCFFF_CCN_CBHH_CNHH,-1041.525155,2.81,4.05,4.53,1.44,2.6,3.71,-0.07
COH_CBHH_CCFFF_CCN_CBHH_CNHH,-842.882595,2.47,3.66,4.41,1.1,2.21,3.68,0.27
COH_CH_CCFFF_CCN_CBHH_CNHH,-817.455616,3.07,4.31,4.58,1.66,2.83,3.71,-0.25
COH_CSiHHH_CCFFF_CCN_CBHH_CNHH,-1108.126888,2.92,4.13,4.5,1.56,2.7,3.67,-0.21
COH_CSH_CCFFF_CCN_CBHH_CNHH,-1215.640346,2.84,4.09,4.51,1.6,2.69,3.51,-0.36
COH_COCHHH_CCFFF_CCN_CBHH_CNHH,-931.974436,3.07,4.32,4.49,1.75,2.99,3.46,-0.43
COH_COH_CCFFF_CCN_CBHH_CNHH,-892.692361,3.15,4.37,4.57,1.82,3.04,3.51,-0.49
COH_CNHH_CCFFF_CCN_CBHH_CNHH,-872.821448,3.04,4.35,4.53,1.87,2.99,3.37,-0.7
COH_CNMeMe_CCFFF_CCN_CBHH_CNHH,-951.408296,2.99,4.14,4.36,1.64,2.83,3.5,-0.29
CNOO_CBHH_CCFFF_CCN_CBHH_CNHH,-972.173334,2.5,3.7,3.94,1.67,2.41,2.83,-0.83
CCN_CBHH_CCFFF_CCN_CBHH_CNHH,-859.900734,2.82,4.29,4.74,1.81,2.79,3.64,-0.8
CCFFF_CBHH_CCFFF_CCN_CBHH_CNHH,-1104.709688,2.87,4.52,4.75,1.87,2.88,3.65,-0.87
CCl_CBHH_CCFFF_CCN_CBHH_CNHH,-1227.264979,2.98,4.37,4.69,1.91,2.87,3.6,-0.84
CF_CBHH_CCFFF_CCN_CBHH_CNHH,-866.900641,3.1,4.55,4.7,1.9,2.96,3.62,-0.7
CBFF_CBHH_CCFFF_CCN_CBHH_CNHH,-991.743197,2.77,4.33,4.74,1.8,2.79,3.64,-0.84
CBHH_CBHH_CCFFF_CCN_CBHH_CNHH,-793.131712,2.4,3.99,4.63,1.47,2.62,3.58,-0.53
CH_CBHH_CCFFF_CCN_CBHH_CNHH,-767.666204,2.74,3.99,4.62,1.5,2.45,3.77,-0.25
CCHHH_CBHH_CCFFF_CCN_CBHH_CNHH,-806.973102,3.05,4.42,4.59,1.88,2.92,3.63,-0.71
CSH_CBHH_CCFFF_CCN_CBHH_CNHH,-1165.871897,2.95,4.42,4.74,2.04,2.89,3.61,-1.14
COCHHH_CBHH_CCFFF_CCN_CBHH_CNHH,-882.193842,3.1,4.39,4.67,2.04,2.91,3.56,-0.97
CNHH_CBHH_CCFFF_CCN_CBHH_CNHH,-823.059437,3.09,4.56,4.75,2.16,2.97,3.59,-1.24
CSiHHH_CBHH_CCFFF_CCN_CBHH_CNHH,-1058.351137,2.91,4.42,4.7,1.95,2.89,3.61,-0.99
CNMeMe_CBHH_CCFFF_CCN_CBHH_CNHH,-901.610429,2.49,3.33,3.84,0.99,2.26,3.21,0.51
CSiHHH_COH_COCHHH_CH_CNOO_CBHH,-942.499269,2.48,4.07,4.32,1.33,2.49,3.01,-0.18
CSiHHH_COH_COCHHH_CH_CCN_CBHH,-830.222844,2.41,4.33,4.59,1.51,2.63,3.83,-0.6
CSiHHH_COH_COCHHH_CH_CCFFF_CBHH,-1075.030501,2.87,4.07,4.83,1.95,2.88,3.99,-1.03
CSiHHH_COH_COCHHH_CH_CCl_CBHH,-1197.582592,2.43,4.42,4.69,1.56,2.76,3.76,-0.69
CSiHHH_COH_COCHHH_CH_CF_CBHH,-837.221558,2.54,4.52,4.78,1.64,2.83,3.77,-0.74
CSiHHH_COH_COCHHH_CH_CBFF_CBHH,-962.060204,2.81,4.1,4.74,1.84,2.75,4.03,-0.87
CSiHHH_COH_COCHHH_CH_CBHH_CBHH,-763.415965,2.52,4.03,4.3,1.5,2.54,3.77,-0.49
CSiHHH_COH_COCHHH_CH_CH_CBHH,-737.981632,2.58,4.47,4.75,1.71,2.73,3.84,-0.85
CSiHHH_COH_COCHHH_CH_CSiHHH_CBHH,-1028.656834,2.48,4.21,4.47,1.63,2.67,3.78,-0.77
CSiHHH_COH_COCHHH_CH_CCHHH_CBHH,-777.291347,2.49,4.42,4.65,1.61,2.77,3.76,-0.72
CSiHHH_COH_COCHHH_CH_CSH_CBHH,-1136.16878,2.27,4.3,4.39,1.4,2.76,3.63,-0.53
CSiHHH_COH_COCHHH_CH_COCHHH_CBHH,-852.500027,2.56,4.44,4.61,1.61,2.9,3.68,-0.65
CSiHHH_COH_COCHHH_CH_COH_CBHH,-813.208203,2.38,4.43,4.51,1.46,2.86,3.71,-0.55
CSiHHH_COH_COCHHH_CH_CNHH_CBHH,-793.349083,2.26,4.16,4.26,1.33,2.72,3.6,-0.41
CSiHHH_COH_COCHHH_CH_CNMeMe_CBHH,-871.930978,2.3,4.09,4.33,1.37,2.75,3.58,-0.45
CSiHHH_COH_COCHHH_CH_CNOO_CNOO,-1121.506904,2.74,3.94,4.02,1.74,2.65,2.7,-0.75
CSiHHH_COH_COCHHH_CH_CNOO_CCN,-1009.269117,2.64,3.78,4.1,1.67,2.54,2.68,-0.71
CSiHHH_COH_COCHHH_CH_CNOO_CCFFF,-1254.077289,2.72,3.87,4.26,1.76,2.63,2.8,-0.8
CSiHHH_COH_COCHHH_CH_CNOO_CCl,-1376.633013,2.99,3.89,4.3,1.99,2.74,2.84,-0.99
CSiHHH_COH_COCHHH_CH_CNOO_CF,-1016.263307,3.06,4,4.39,2.08,2.79,2.9,-1.09
CSiHHH_COH_COCHHH_CH_CNOO_CBFF,-1141.121272,2.24,4.05,4.09,0.82,2.5,2.85,0.59
CSiHHH_COH_COCHHH_CH_CNOO_CH,-917.039467,2.52,3.89,4.32,1.51,2.68,2.85,-0.5
CSiHHH_COH_COCHHH_CH_CNOO_CSiHHH,-1207.719121,2.73,3.92,4.33,1.75,2.74,2.88,-0.78
CSiHHH_COH_COCHHH_CH_CNOO_CCHHH,-956.35101,2.94,3.97,4.38,1.95,2.82,2.94,-0.95
CSiHHH_COH_COCHHH_CH_CNOO_CSH,-1315.228473,2.94,3.97,4.05,2.01,2.38,2.98,-1.09
CSiHHH_COH_COCHHH_CH_CNOO_COCHHH,-1031.54364,3.08,3.97,4.44,2.13,2.56,2.95,-1.18
CSiHHH_COH_COCHHH_CH_CNOO_COH,-992.273755,2.98,4.29,4.52,2.07,2.81,3.31,-1.15
CSiHHH_COH_COCHHH_CH_CNOO_CNHH,-972.416426,3.2,4.25,4.46,2.3,2.62,3.29,-1.4
CSiHHH_COH_COCHHH_CH_CNOO_CNMeMe,-1050.988492,3.01,3.98,4.09,2.08,2.46,3.16,-1.14
CNOO_COH_COCHHH_CH_CNOO_CBFF,-1054.930523,1.59,3.64,3.72,0.47,2.1,2.48,0.66
CCN_COH_COCHHH_CH_CNOO_CBFF,-942.683596,1.91,3.89,4.12,0.7,2.3,2.61,0.51
CCFFF_COH_COCHHH_CH_CNOO_CBFF,-1187.492115,2.1,4.01,4.09,0.75,2.47,2.85,0.6
CCl_COH_COCHHH_CH_CNOO_CBFF,-1310.048795,2.33,4.05,4.14,0.86,2.49,2.89,0.62
CF_COH_COCHHH_CH_CNOO_CBFF,-949.689057,2.49,4.17,4.17,0.93,2.58,3.03,0.63
CBFF_COH_COCHHH_CH_CNOO_CBFF,-1074.524362,2.51,4.09,4.23,1.12,2.62,3.04,0.27
CBHH_COH_COCHHH_CH_CNOO_CBFF,-875.883163,2.68,4.11,4.16,1.21,2.54,3.14,0.26
CH_COH_COCHHH_CH_CNOO_CBFF,-850.447932,2.39,4.11,4.16,0.92,2.59,2.99,0.54
CCHHH_COH_COCHHH_CH_CNOO_CBFF,-889.756173,2.46,4.11,4.12,0.93,2.51,2.98,0.6
CSH_COH_COCHHH_CH_CNOO_CBFF,-1248.649803,2.64,3.64,4.14,1.15,2.17,3.07,0.33
COCHHH_COH_COCHHH_CH_CNOO_CBFF,-964.974593,2.56,3.94,4.23,0.94,2.38,2.98,0.69
COH_COH_COCHHH_CH_CNOO_CBFF,-925.693349,2.88,3.93,4.15,1.29,2.39,3.36,0.31
CNHH_COH_COCHHH_CH_CNOO_CBFF,-905.835035,2.92,3.68,4.56,1.24,2.23,3.38,0.44
CNMeMe_COH_COCHHH_CH_CNOO_CBFF,-984.408934,2.74,3.45,4.24,1.08,2.06,3.25,0.58
CBFF_CF_CNOO_CSiHHH_CCl_CCN,-1602.429171,3.01,3.92,4.24,2.02,2.54,2.88,-1.02
CBFF_CF_CCN_CSiHHH_CCl_CCN,-1490.189063,2.98,4.52,4.7,1.98,2.78,4.22,-0.99
CBFF_CF_CCFFF_CSiHHH_CCl_CCN,-1735.001889,3.1,4.56,4.92,2.07,2.94,4.27,-1.05
CBFF_CF_CCl_CSiHHH_CCl_CCN,-1857.552366,2.92,4.66,4.69,1.96,2.78,4.37,-1
CBFF_CF_CF_CSiHHH_CCl_CCN,-1497.186573,2.98,4.71,4.83,1.98,2.83,4.42,-0.98
CBFF_CF_CBFF_CSiHHH_CCl_CCN,-1622.034913,2.96,4.46,4.82,1.97,2.88,4.18,-0.97
CBFF_CF_CBHH_CSiHHH_CCl_CCN,-1423.394443,2.89,4.38,4.7,1.91,2.79,3.81,-0.93
CBFF_CF_CH_CSiHHH_CCl_CCN,-1397.958699,2.97,4.62,4.9,1.98,2.91,4.34,-0.98
CBFF_CF_CSiHHH_CSiHHH_CCl_CCN,-1688.637864,2.96,4.52,4.82,1.99,2.87,4.25,-1.01
CBFF_CF_CCHHH_CSiHHH_CCl_CCN,-1437.270816,2.92,4.69,4.81,1.97,2.83,4.41,-1.01
CBFF_CF_CSH_CSiHHH_CCl_CCN,-1796.143565,2.7,4.36,4.7,1.79,2.65,4.42,-0.87
CBFF_CF_COCHHH_CSiHHH_CCl_CCN,-1512.463832,2.87,4.64,4.76,1.92,2.77,4.42,-0.97
CBFF_CF_COH_CSiHHH_CCl_CCN,-1473.178822,2.83,4.69,4.8,1.86,2.75,4.52,-0.89
CBFF_CF_CNHH_CSiHHH_CCl_CCN,-1453.316912,2.55,4.51,4.82,1.58,2.7,4.55,-0.61
CBFF_CF_CNMeMe_CSiHHH_CCl_CCN,-1531.905142,2.55,4.23,4.82,1.63,2.61,4.27,-0.7
CBFF_CNOO_CNHH_CSiHHH_CCl_CCN,-1558.60324,3.47,3.81,4,1.87,2.62,3.15,-0.27
CBFF_CCN_CNHH_CSiHHH_CCl_CCN,-1446.329652,2.82,4.43,4.69,1.8,2.73,4.27,-0.77
CBFF_CCFFF_CNHH_CSiHHH_CCl_CCN,-1691.139391,2.99,4.46,4.66,1.9,2.76,4.38,-0.82
CBFF_CCl_CNHH_CSiHHH_CCl_CCN,-1813.685227,2.57,4.48,4.8,1.62,2.71,4.53,-0.67
CBFF_CBFF_CNHH_CSiHHH_CCl_CCN,-1578.176113,3.05,4.43,4.59,1.95,2.79,4.18,-0.85
CBFF_CBHH_CNHH_CSiHHH_CCl_CCN,-1379.533805,3,4.34,4.57,1.89,2.77,3.44,-0.79
CBFF_CH_CNHH_CSiHHH_CCl_CCN,-1354.086976,2.43,4.28,4.54,1.44,2.63,4.25,-0.44
CBFF_CSiHHH_CNHH_CSiHHH_CCl_CCN,-1644.764437,2.64,4.34,4.57,1.67,2.68,4.31,-0.7
CBFF_CCHHH_CNHH_CSiHHH_CCl_CCN,-1393.392446,2.54,4.49,4.79,1.6,2.72,4.54,-0.66
CBFF_CSH_CNHH_CSiHHH_CCl_CCN,-1752.279309,2.78,4.42,4.49,1.77,2.73,4.39,-0.76
CBFF_COCHHH_CNHH_CSiHHH_CCl_CCN,-1468.596371,2.53,4.51,4.76,1.61,2.7,4.49,-0.68
CBFF_COH_CNHH_CSiHHH_CCl_CCN,-1429.305702,2.5,4.47,4.65,1.55,2.69,4.5,-0.59
CBFF_CNMeMe_CNHH_CSiHHH_CCl_CCN,-1488.05345,3.01,4.32,4.5,1.96,2.74,4.04,-0.91
CBFF_CNHH_CNHH_CSiHHH_CNOO_CCN,-1154.33658,2.85,3.74,3.83,1.76,2.42,2.52,-0.68
CBFF_CNHH_CNHH_CSiHHH_CCN_CCN,-1042.076368,2.45,4.09,4.29,1.46,2.47,3.97,-0.46
CBFF_CNHH_CNHH_CSiHHH_CCFFF_CCN,-1286.903956,3.11,4.18,4.52,1.96,2.71,3.9,-0.8
CBFF_CNHH_CNHH_CSiHHH_CF_CCN,-1049.078116,2.64,4.5,4.61,1.62,2.85,4.36,-0.59
CBFF_CNHH_CNHH_CSiHHH_CBFF_CCN,-1173.914439,2.48,4.03,4.3,1.49,2.47,3.9,-0.49
CBFF_CNHH_CNHH_CSiHHH_CBHH_CCN,-975.273381,2.4,3.86,4.09,1.38,2.33,3.73,-0.36
CBFF_CNHH_CNHH_CSiHHH_CH_CCN,-949.841678,2.7,4.41,4.61,1.7,2.76,4.29,-0.7
CBFF_CNHH_CNHH_CSiHHH_CSiHHH_CCN,-1240.535734,3.15,4.34,4.49,2.04,2.72,4.07,-0.93
CBFF_CNHH_CNHH_CSiHHH_CCHHH_CCN,-989.170381,3.19,4.52,4.58,2.07,2.84,4.24,-0.96
CBFF_CNHH_CNHH_CSiHHH_CSH_CCN,-1348.045125,2.93,4.35,4.5,1.91,2.72,4.19,-0.89
CBFF_CNHH_CNHH_CSiHHH_COCHHH_CCN,-1064.363309,2.54,4.49,4.53,1.52,2.94,4.37,-0.5
CBFF_CNHH_CNHH_CSiHHH_COH_CCN,-1025.085592,3.04,4.43,4.65,1.99,2.93,4.38,-0.93
CBFF_CNHH_CNHH_CSiHHH_CNHH_CCN,-1005.207946,2.13,3.99,4.41,1.16,2.66,4.03,-0.2
CBFF_CNHH_CNHH_CSiHHH_CNMeMe_CCN,-1083.81069,2.86,4.18,4.45,1.83,2.93,4.14,-0.8
CBFF_CNHH_CNHH_CSiHHH_CCl_CNOO,-1521.683454,2.31,3.85,4.1,1.39,2.66,2.76,-0.47
CBFF_CNHH_CNHH_CSiHHH_CCl_CCFFF,-1654.249169,2.71,4.45,4.78,1.67,2.99,4.31,-0.64
CBFF_CNHH_CNHH_CSiHHH_CCl_CCl,-1776.801048,2.78,4.62,4.64,1.82,2.8,4.49,-0.85
CBFF_CNHH_CNHH_CSiHHH_CCl_CF,-1416.436427,2.92,4.7,4.74,1.94,2.85,4.59,-0.96
CBFF_CNHH_CNHH_CSiHHH_CCl_CBFF,-1541.280688,2.4,4.27,4.43,1.44,2.81,4.14,-0.47
CBFF_CNHH_CNHH_CSiHHH_CCl_CBHH,-1342.637052,2.26,4.01,4.14,1.37,2.56,3.7,-0.47
CBFF_CNHH_CNHH_CSiHHH_CCl_CH,-1317.200494,2.76,4.58,4.72,1.77,2.95,4.44,-0.78
CBFF_CNHH_CNHH_CSiHHH_CCl_CSiHHH,-1607.878847,2.66,4.46,4.62,1.68,2.88,4.32,-0.7
CBFF_CNHH_CNHH_CSiHHH_CCl_CCHHH,-1356.512311,2.81,4.62,4.67,1.87,2.88,4.52,-0.92
CBFF_CNHH_CNHH_CSiHHH_CCl_CSH,-1715.389748,2.76,4.34,4.66,1.88,2.58,4.52,-0.99
CBFF_CNHH_CNHH_CSiHHH_CCl_COCHHH,-1431.714039,2.94,4.59,4.61,2.04,2.7,4.53,-1.15
CBFF_CNHH_CNHH_CSiHHH_CCl_COH,-1392.429356,2.9,4.57,4.65,2,2.69,4.5,-1.1
CBFF_CNHH_CNHH_CSiHHH_CCl_CNHH,-1372.577098,3.35,4.43,4.57,2.4,2.61,4.38,-1.45
CBFF_CNHH_CNHH_CSiHHH_CCl_CNMeMe,-1451.147055,2.78,4.19,4.64,1.96,2.55,4.54,-1.14
CNOO_CNHH_CNHH_CSiHHH_CCl_CCN,-1389.849267,2.47,3.7,4.3,1.48,2.7,2.95,-0.48
CCN_CNHH_CNHH_CSiHHH_CCl_CCN,-1277.60618,2.23,3.95,4.19,1.22,2.52,3.87,-0.22
CCFFF_CNHH_CNHH_CSiHHH_CCl_CCN,-1522.410597,2.34,4.12,4.4,1.34,2.61,4.1,-0.33
CCl_CNHH_CNHH_CSiHHH_CCl_CCN,-1644.963692,2.58,4.31,4.33,1.58,2.66,4.21,-0.58
CF_CNHH_CNHH_CSiHHH_CCl_CCN,-1284.6029,2.71,4.51,4.66,1.7,2.69,4.51,-0.68
CBHH_CNHH_CNHH_CSiHHH_CCl_CCN,-1210.825647,3.15,4.31,4.33,2.03,2.74,4.08,-0.91
CH_CNHH_CNHH_CSiHHH_CCl_CCN,-1185.366697,2.6,4.52,4.57,1.64,2.73,4.45,-0.67
CCHHH_CNHH_CNHH_CSiHHH_CCl_CCN,-1224.666113,2.68,4.36,4.55,1.69,2.7,4.29,-0.7
CSH_CNHH_CNHH_CSiHHH_CCl_CCN,-1583.548627,2.68,3.88,4.5,1.62,2.52,4.24,-0.55
COCHHH_CNHH_CNHH_CSiHHH_CCl_CCN,-1299.872162,2.49,4.13,4.37,1.58,2.44,4.21,-0.68
COH_CNHH_CNHH_CSiHHH_CCl_CCN,-1260.601528,3.22,4.25,4.39,2.01,2.72,4.34,-0.81
CNHH_CNHH_CNHH_CSiHHH_CCl_CCN,-1240.72758,3.06,4.09,4.19,1.88,2.66,4.16,-0.7
CSiHHH_CNHH_CNHH_CSiHHH_CCl_CCN,-1476.037725,2.45,3.91,4.37,1.49,2.62,3.79,-0.53
CNMeMe_CNHH_CNHH_CSiHHH_CCl_CCN,-1319.30601,2.63,3.47,4.06,1.49,2.4,4.03,-0.35
CBFF_CNHH_CNHH_CNOO_CCl_CCN,-1323.254587,2.83,3.69,4.08,1.8,2.47,2.62,-0.77
CBFF_CNHH_CNHH_CCN_CCl_CCN,-1211.016303,2.87,4.31,4.44,1.76,2.58,4.24,-0.66
CBFF_CNHH_CNHH_CCFFF_CCl_CCN,-1455.824789,2.98,4.59,4.76,1.9,2.72,4.67,-0.81
CBFF_CNHH_CNHH_CCl_CCl_CCN,-1578.37996,3.16,4.41,4.59,2.04,2.73,4.42,-0.93
CBFF_CNHH_CNHH_CF_CCl_CCN,-1218.015814,3.33,4.6,4.67,2.16,2.84,4.53,-1
CBFF_CNHH_CNHH_CBFF_CCl_CCN,-1342.850849,3.13,4.65,4.71,2.01,2.79,4.64,-0.9
CBFF_CNHH_CNHH_CBHH_CCl_CCN,-1144.192362,2.76,4.06,4.51,1.75,2.77,4,-0.74
CBFF_CNHH_CNHH_CH_CCl_CCN,-1118.76753,2.31,4.24,4.44,1.3,2.68,4.16,-0.3
CBFF_CNHH_CNHH_CCHHH_CCl_CCN,-1158.089917,3.28,4.55,4.59,2.14,2.82,4.49,-1
CBFF_CNHH_CNHH_CSH_CCl_CCN,-1516.974986,3.17,4.08,4.46,2.02,2.67,4.4,-0.88
CBFF_CNHH_CNHH_COCHHH_CCl_CCN,-1233.301853,3.42,4.36,4.41,2.22,2.85,4.31,-1.03
CBFF_CNHH_CNHH_COH_CCl_CCN,-1194.011849,3.44,4.51,4.55,2.28,2.89,4.45,-1.11
CBFF_CNHH_CNHH_CNHH_CCl_CCN,-1174.158948,4,4.51,5.2,2.89,3,4.84,-1.78
CBFF_CNHH_CNHH_CNMeMe_CCl_CCN,-1252.750983,3.98,4.36,5.03,2.86,3.05,4.79,-1.75
CBFF_CNHH_CNOO_CSiHHH_CCl_CCN,-1558.568863,2.56,4.07,4.42,1.65,2.87,3,-0.74
CBFF_CNHH_CCN_CSiHHH_CCl_CCN,-1446.330564,3.37,4.03,4.57,2.32,2.71,3.71,-1.28
CBFF_CNHH_CCFFF_CSiHHH_CCl_CCN,-1691.145246,3.49,4.08,4.75,2.42,2.85,3.76,-1.34
CBFF_CNHH_CCl_CSiHHH_CCl_CCN,-1813.694686,3.4,4.21,4.6,2.33,2.75,3.9,-1.26
CBFF_CNHH_CF_CSiHHH_CCl_CCN,-1453.330253,3.47,4.28,4.7,2.36,2.79,3.97,-1.24
CBFF_CNHH_CBFF_CSiHHH_CCl_CCN,-1578.164022,2.64,4.53,4.79,1.73,2.98,3.82,-0.82
CBFF_CNHH_CBHH_CSiHHH_CCl_CCN,-1379.521848,2.52,4.45,4.56,1.61,2.83,3.47,-0.7
CBFF_CNHH_CH_CSiHHH_CCl_CCN,-1354.097719,3.42,4.18,4.75,2.34,2.82,3.88,-1.27
CBFF_CNHH_CSiHHH_CSiHHH_CCl_CCN,-1644.751731,2.96,3.86,4.72,1.98,2.8,3.74,-1
CBFF_CNHH_CCHHH_CSiHHH_CCl_CCN,-1393.409279,3.41,4.26,4.69,2.35,2.78,3.96,-1.29
CBFF_CNHH_CSH_CSiHHH_CCl_CCN,-1752.264522,2.73,4.24,4.29,1.8,2.64,4.11,-0.87
CBFF_CNHH_COCHHH_CSiHHH_CCl_CCN,-1468.607515,3.1,4.25,4.52,2.01,2.72,3.96,-0.92
CBFF_CNHH_COH_CSiHHH_CCl_CCN,-1429.30426,2.84,4.45,4.63,1.87,2.75,4.29,-0.89
CBFF_CNHH_CNMeMe_CSiHHH_CCl_CCN,-1488.022537,2.6,4.04,4.4,1.66,2.62,4.05,-0.71
CNOO_CNOO_CCFFF,-1724.099426,3.13,3.69,3.91,2.16,2.26,2.29,-1.18
CNOO_CCN_CCFFF,-1499.619802,3,3.8,4.06,1.94,2.28,2.29,-0.88
CNOO_CCFFF_CCFFF ,-1989.23982,3.2,3.69,3.89,2.14,2.31,2.34,-1.09
CNOO_CCl_CCFFF   ,-2234.34956,2.7,3.91,4.21,1.83,2.38,2.4,-0.96
CNOO_CF_CCFFF,-1513.628141,2.79,3.87,3.96,1.89,2.33,2.34,-0.99
